kbg02**|너무 이뻐요♥♥     ♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥그리고 살때 한치수 더 큰걸루 사야할것 같아요ㅠ그래도 맘에 들어요
gpwjd0**|제가살땐  색상이 거의 빠져서 그레이를 삿는데요  생각보다  너무 이쁘고 핏이  길이가 짧구  팔도  약간  짧은데요  예뻐요! 저희 엄마도 이옷이쁘다며  저랑 자주 입어요 조망간 다른색  하나 더 사야댈것같아요 배송도 너무 빨라서  진짜  필요할 때 입어서  좋앗어요
gpwjd0**|저번부터  정말사고 싶었던 니트였는데  먄날 사려고 그러면 품절되서 사지도 못했엇는데  마침  물량이 풀려서 고민도 안하고 바로 그레이로 삿어요  이것도 받아보니  너무이쁘네요 ㅠㅠㅠ 색상은  약간 어두운 그레이인데  그래도  제가  꽈베기 니트 너무좋아해서 요즘 자주 입구잇답니당
gpwjd0**|이 니트 정말이뻐요 ! 처음엔  나한테 어울릴까 고민고민 하고  맨날 칙칙한 색만 사다가  밝은색 사려니 망설여지더라구영  그리고 또 살땐색상 고민도 많이 했는데요  결국 모델언니가 입은 다크블루로 삿어요 ㅋㅋㅋ 보자마자  입었는데 저한테도  어울려서  정말좋았어요 다음에 다른색도  사고싶어요 !
gpwjd0**|하도 검정색바지가  많아  색다롭게 네이비로 구매했는데요  색상 이쁘네요  사이즈 선택할 때도 m이 품절되서  s로 삿는데  m삿으면 큰일날뻔 했어요.  S가 딱 맞았어요 길이도  제가원하는  길이였구요ㅠㅠㅠ  너무 인생탬같아요 ㅠㅠㅠ 다음에 또 사야될것같아요
gpwjd0**|치마 별로  안좋아하는데  진짜 큰맘 먹고 졸업때  입으려고 샀는데  정말 너무이뻐여  그리고  모직제품이라  따뜻하구요  색상도  결정하는게  오래걸렸는데  그냥 무난하게  검정색샀는데  괜찮은것 같네요 배송도  빨랐구요  아무 니트나 티에 입어두 이쁜것같아요  감사합니다.
pyoung02**|생각햇던것보단 별로였어오'ㅛ...ㅠㅠㅠㅠ그래도 이쁘니까 입고 다니려구욤...ㅈ금 입기엔 춥고 좀 따뜻해지면 입을거에요
pyoung02**|제가 원래 리뷰를 잘 안쓰는데..너무 맘에 들어서 강추하려구 글써요옷이 너무 이뻐요! 생각하던 그대로에요!!!!동생주려고 삿는데 제가 입고다닙니당ㅎㅎ동생꺼 하나 더 사구 카키색 하나 더 살까 고민중이에욤ㅎㅎ진짜 완전 강추에욤!! 제가 딱 원하던 디자인의 옷이 와서 너무 기분좋아욤오늘 출근하는데 입구왓다니 언니들이 이쁘다고 난리엿어요!
dudfks77**|예쁘네요
dudfks77**|생각보다 두툼하고 따뜻해서 좋았ㅇ요
zzz9**|많은 분들이 자세히 보시라고 사진도 여러개 첨부했어요 ㅋㅋ 일단 보통은 M사이즈 입는데 리뷰에 하도 작다작다고들 하셔서 L로 질렀어요. 할인하길래 다크브라운도 똑같이요. 지금은 블랙만 입어봤는데.. 생각보다 좀 크네요..ㅠㅠ 딱맞게 입고싶었는데.. 두꺼운 니트를 껴입기에는 골반부분도 좁은 치마라 그냥 깔끔하게 딱 입고싶었거든여. 사이즈를 교환할까 하다가 귀찮아서 벨트로 조여야지! 하고 입었는데 벨트 길이도 또 애매해요 ㅋㅋ보시면 벨트에 구멍이 있어서 구멍에 맞춰 끼워야하는데, 맞춰끼우면 남는 벨트를 한번 더 감아서 다른 고리를 지나가야 하잖아요? 그런데 딱 중간에 멈춰요. 다음 고리까지 조이면 허리가 울어서 핏이 안예쁘고, 핏에 맞게 벨트를 하면 길이가 어정쩡히 남아서 치마속으로 껴넣어야해요. 다른벨트를 할까도 생각중이에요. 다크브라운은 사이즈를 교환해야하나 고민중입니다..
alswl08**|이거진짜좋아요!안감너무부드럽고따듯해요!근대제가살이쩌서 싸이즈를크게구매했는데...너무커서ㅠㅠ 친언니주고 전다시구매했어요ㅋㅋㅋ 이거진짜강추
alswl08**|그냥후드티가필요해서싼김에구매한건대 너무맘에들어요ㅎㅎ 제가후드모자큰걸좋아하는데 모자두크고 너무맘에들어서 더구매할예정입니다 너무싼금액이라 솔직히걱정을했는데 막상받고나니 핏도맘에들고 너무만족해용
ghdlqhdud4**|다른색상은 이미 품절이라코랄오렌지로 삿는데 음..제 개취로는 그닥 맘에들진않앗지만세일할때 저렴하게 산거라서 걍 그러려니하려구요길이감도 저한텐 약간짧은듯하고다리부분까지 단추로되어잇어서 앉을때 보일것도같고불편함이 좀 잇을듯싶어요
ghdlqhdud4**|편하게 입기좋은 맨투맨이에요맨투맨을 사랑해서 이번에도 삿는데깔끔하면서도 디자인이 귀염귀염길이도 적당하고 이뻐요
ghdlqhdud4**|부해보이는감이 잇긴하지만그래도 제스탈이네요분홍분홍한 털도 완전 이쁘구잘산거같아요ㅎㅎ잘입을께요^.^**
tpdl88**|무거워요 어깨쪽 완전 이상함 ㅡㅡ ㅠㅠ
ghdlqhdud4**|완전 딱맞고 좋아요잘산거같아요핏도이쁘고!!!짱맘에듬날씨좀 풀리면 주구장창입고다닐듯요상품평보고 S살라다가 좀 작다는평도잇어서M삿는데 잘한거같네요
chj02**|딱붙는 핏인데 , 얇아보이면서도 안추워서 안에 입기 좋아요! 겨울이라 검정으로 샀는데 밝은색도 이쁠꺼같아요! 목부분 귀엽고 , 아무옷에 매치하기 이뻐요~~여자여자한 기모면티에요
jys48**|입고다닐거 없어서 후드집업 사게됐는데 재질 괜찮네요 얇지도 않고 두껍지도 않고 적당해요 요즘 제일 잘 입고 다녀요 사이즈도 넉넉해서 좋아요!!
1848795645392058**|이건 진짜 저의인생탬중 하나!! 정말잘산거같아요 아무리추운날에입어도 끄떡없더라구요~~ 리뷰가좋게평가되잇어서 주문햇는데 정말만족이네용❤
1848795645392058**|되게 보들보들하고 편해서좋았어요~ 약간 박시한타입이라 편하기도하고 그안에 뭐입고 입기편햇어요! 많이애용할거에용
1848795645392058**|정말 편하고좋아요!! 굿!! 사진은 첨부못하네요ㅠㅠ 정말 꺼칠감도없고 부드러워서좋았어용!!또 고고싱에서 많이살라고요~~더좋은 제품 많이내주세요❤
1916991301862636**|따스한 7G 폴라니트 크림색상 구입했습니당폴라니트는 처음 사보는데 마음에 들어요!!아무데나 입기 너무 좋네용 특히 치마들이염니트랑 다른 상품 두개 같이 주문했는데 배송도 엄청빨랐어요입금하고 이틀뒤에 바로 상품 받았네여소매는 접어입는게 더 이쁜것 같고 하의에 넣어입는게 더 이쁘네영색깔이 살짝 탁한감이 있는것도 같은데 미미해서 괜찮아용다음엔 바지도 주문하려구여! 만족스럽습니당 감사합니당
ektmf10**|졸라 이쁩니다 졸라 따뜻함돠근데 제가 사고나니까 세일이네요 ㅂㄷㅂㄷ어쨋든 조녜 ㅎㅎㅎㅎㅎ헤헷 추천해여 ^^!!!
psj92**|예상 했던 그대로 입었을때 핏 너무 예쁘고 기여워요 ㅠㅠㅜㅠㅜㅠ 안감이 부들부들해서 좋아요 그리고 팔부분이 너무 이뻤어요 사도 후회 안하는 상품입니다.
rhd34**|천이시원해서 봄.여름.가을에 입기딱좋고 색깔도 디자인도 사진처럼 딱 똑같게나와서 이뻐요! 길이도 알맞고  매우만족해요!
rhd34**|발목이보이고 봄여름가을에입으면딱좋을거같고 천이괜찮았어요! 그리고 색은 진한것같고 천은 매우 시원해보였어요 이쁘게입겠습니다! 매우만족이에요!
tnwls1**|정말 맨날 바지 사면 키가 작아서 길이를접어입거나 줄여입얼는데 이바지는 그럴필요도 없이 완전 맘에 들어요 다리도 다른바지보다 날씬해 보이고 근데 허리는 약간 크게 나왓나봐요
2193680164189951**|이쁘네여 사이즈 미스인게 좀 아쉽지만 ㅇㅅㅇ ㅋㅋ 이뻐여 이거 입고 나가면 이름처럼 레알 두근두근두근 설리살리설리 할것같네여 헤헤헤
alsdl022**|진짜핏도너무이쁘고가격도저렴하고진짜인생템인거같아여
155892348130055**|길이도 딱 알맞고 짜임도 튼튼하고 색깔도 딱 생각하던 그 색깔이에요!! 완전 잘 입을게요 ㅎㅎㅎ... 지금 코트 안에도 입기 좋고 봄되면 이것만 입고 다녀도 될 테니까 완전 기대되네요!
lks39**|화면 보이는 그대로에요 처음엔 오배송으로 다른 상품이 왔는데 그래도 다시 빠르게 배송 받았어요. 뭔가 가방크기가 생각했던거 보단 작은데 무난하게 들고다니기 좋아요
lks39**|클래식 핑크 색이 너무 이뻐서 질렀는데 뭔가 화면보단 색이 점 진해서 와인색 느낌이 나요. 핏이 박시핏으로 나왔는데 어찌보면 이쁜데 저한텐 좀 커보이네요 그래도 이뻐요
lks39**|니트가 다 크게 나와서 딱 맞는 니트를 찾았는데 이 니트는 박시한 핏보단 몸에 딱 맞는 핏으로 이쁘네요 어깨라인도 딱 맞아 떨어지고 카키색 구입했는데 버이는 그대로 이뻐요
lks39**|보자마자 이뻐서 질러버렸어요 사진과 보이는 그대로 이뻐요. 다만  s사이즈인데도 허리가 좀 다른옷에 비해 큰감이 있네요. 집에 있는 벨트랑 같이 착용햣더니 더 이뻐요
ssh1**|완전 이쁘고 길이도 M시켰는데 그렇게 짧지도 않아서 부담없이 입을수 있었어요~^^ 우어아아아아아어어어어아ㅏㅇ아아앙아아아아ㅏㅇ아아
head03**|진청색깔 원햇는데 후기에 사진이 제가 평소에 많아 가지고 있던 창바지 색깔이길랭 걱정많이 했는데 색깔도 딱 제가 원하던 색이고 약간 큰감이 없지않아 있지만 교환할 정도는 아니라서 잘입을게여ㅓㅎ
head03**|양말은 뭐라할것없는 제품인것가타요ㅎ 아직안신어봐서 모르겠지만 발목도 짱짱하구 기장도 적당해서 죠아요❤ 잘신을게요ㅎㅎㅎ
seeun06**|제가 찾던 딱 루즈한 핏 좋은 니트예요!! 핏이 정말 괜찮아서 다른 색깔로도 또 구매하려고 고민하고 있는 중이구요!! 같이 산 바지랑 너무 마음에 들어서 고고싱에 매우매우 만족 중입니다! 앞으로도 구매 많이 하려구요! 니트 더도 없이 추천합니당ㅎㅎ
seeun06**|전반적으로 통은 정말 너무너무 제가 찾던 핏이랑 딱 맞아서 매우 만족하고 있는 중이구요!! 다만 윗분들 후기 말처럼 정말 단추 잠그는게 너무 힘들더라구요... 허리 살을 빼고 입어야 될 것 같아요... 그거 말곤 색깔도 맘에 들고 핏도 정말 좋아요~~ 고고싱에서 처음 옷 시켜봤는데 왜 다들 여기서 사는지 이해가 갔구요! 앞으로도 여기서 많이 시키려구요! 사실 분들은 꼭 허리 생각하셨으면 좋겠네요!!ㅎ
hyowon19**|배송이 다소 지연된 점이 아쉬웠지만 옷 자체는 너무 마음에 들었어요! 일자라서 임부복같을까 걱정했는데 생각보다 핏이 예쁘더라구요~
hyowon19**|생각했던 것보다 어두운 갈색이었어요! 그치만 무난하게 어느 하의에 입어도 잘 어울릴 색상이고 짜임도 좋아서 사이즈도 적당하게 부해보이지 않고 좋았습니다!! 다른 색상도 구매할까 생각 중이예요~
jueun3**|큰맘먹고 이 색깔로 샀는데 후회안해요ㅠㅠ 진짜 너무 이뻐서ㅠㅠㅠ 근데 한가지 아쉬운건 소매가 조금 짧다는거,,,, 그래도 만족합니다! 검정바지에 입으니깐 더 이쁘더라구요 정말정말 만족합니다!!
jueun3**|브라운이랑 머스타드 샀는데 색이 너무 이뻐요!원래 알록달록 색인 양말을 잘 안신는데 이 양말은 이쁘게 색이 나와서 아무 옷에나 잘 코디할 수 있을 것 같아요구매할 때도 양말 안이쁘면 어떡하나 걱정했는데 정말 쓸데없는 걱정이었네요ㅋㅋ겨울동안 교복에 잘 코디해서 신을게요ㅋㅋㅋ
dsuh**|전에 핏도 너무 예쁘고 편히다고 너무 만족스럽다고 리뷰를 남겼었는데..실밥이 엄청나네요..오늘 실밥을 정리하다가 깜짝놀랐습니다 실밥이 너무 많이나와서. 한 쪽 주머니는 박음질이 안된부분도있고..다른 한쪽은 아예 주머니가 붙어버린..실밥이랑..주머니랑..무슨 만들다 만 옷인줄 알았네요. 평소에 신경안쓰다가 이번에야 제대로 봤더니 너무 심하네요. 정말 예쁘고 편하다는게 그나마 다행이네요. 이거랑 다른 바지 하나를 이 곳에서 샀는데 둘이 퀄리티 차이가 너무 심하네요.
milim07**|옷너무예뻐용ㅎㅎ 딱 사진그대로라서너무좋네요옷이많이크지도않아서 저한테는딱좋은거같아요프린트가이뻐서 데일리코디로코트랑입기도좋을꺼같아요옷이 기모라 안에긴팔하나정도입고 같이입으면따듯할꺼같아요ㅎㅎㅎㅎㅎㅎ
milim07**|이옷은 제가사고싶었던건아니지만 남자친구가이쁘다고해서구매해봤어요 제가평소에입던스타일이아니라걱정했지만프린트가독특하고유니크해서 잘산거같아요ㅎㅎ다들 잘어울린다고 칭찬해줬어요 잘입을게요~~~~ㅎㅎㅎㅎㅎ
milim07**|핑크시키려다가 네이비시켰는데  딱 저화면그대로에요ㅎ이쁘네용 후리스재질이라서 부들부들하고좋은데제가어깨가넓어서 품은잘맞는데 팔이좀짧네요ㅠㅠ그거빼고는 다맘에들어요 ㅎㅎ 이쁘게잘입을게요고민하시는분들 바로구매하세요
gch024**|기본템으로 좋은 후드티입니다길이도 품도 다 박시하게 적당하구요안에 껴입어도 낑기진않을 것 같아여다른색상도 사야겠네욬ㅋㄱㅋ
gch024**|기본템으로 좋은 것 같아요후드티에 껴입어도 이쁘고 단품으로 입어도 이상하지 않을만큼 길이도 괜찮고 이쁩니다단지 흰검인줄 알았는데 흰색이 아니라 약간 누리끼리한 색이라 조금 당황했습니닼ㅋㅋ 그래도 옷 자체는 이쁘구요 잘입을게요오
gch024**|좋아요- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)기본템으로좋아요핏도이쁘고길이품도박시해서편하게입을수있을것같네요다른색상도사야겠어욬ㅋㅋ
alsgml91**|겨울에 이것만 입기에는 얇은 것 같구요 안에 이너 잘 챙겨입고 하면 괜찮을 것 같아요!!루즈한 핏이구요그레이 색상은 좀 어둡고 차분한 느낌이예요!
alsgml91**|블루가 진짜 안 흔한 색깔이예요청록색에 가까운 블루인데 진짜 색 이뻐요바지랑 입어도 예쁘고 검정색 H라인 치마랑 입어도 예뻤어요!
alsgml91**|와인색이 약간 어두운빛깔이예요겨울이랑 잘 어울리는 색인 것 같아요배송 빨라서 너무 좋았어요!!아방한 핏이라서 귀엽고 목부분 짱짱해서 좋아요~
skgus95**|일단 배송이빨랐구욤! 가격도진짜너무싸서...뭔가..오히려찝찝하기도했어요 근데 이쁜것같아요!! 사이즈가s밖에없어서 걱정이었는데 제가 허리가 24~26인치 왔다갔다하는데 그냥 치마느낌이라서 조이거나하진않앆어요! 그리고제가 허리는 얇은데 하체가 상대적으로 있어서 짧고할까봐 걱정이었는데..그리구 다른후기가 짧다는 말씀이 많으시길래ㅠㅠㅠㅠ 근데 그냥 치마길이얶어요!! 허리 숙여도 걱정은 안되는 정도로??? 근데 벨트는 안하는게 더이쁜것같아요. 저는 뭔가 좀 챔피언벨트같은느낌이 너무 강해서ㅠㅠㅠ 그리고 살짝 하이웨스트느낌도 들었어요!! 저는 추천합니당!!!
alsgml91**|블랙샀구요 배송 빨라서 너무 좋았어요겨울에 이너로 입기 좋을 것 같아요!이거입고 맨투맨이나 셔츠 레이어드하니까 이쁘더라구요!!!엄청 짱짱해요!!
