wlghclg**|넘나예뻐요>< 다음에도 또 사입고 싶어요 색깔별로 소장하세요ㅜㅜㅜ
1767866533468309**|이뻐여 잘산거같아요 처음사는거라 고민했는데 이뿌고 가격대비 잘된거같에요 고고싱에서처음산거치고 잘산거같아서 만적합니다
dlsdo58**|색깔이 사진이랑 진짜 똑같애요ㅋㅋㅋ 완전 맘에드는 색! 진짜 편하게 데일리로 입을수있고 가격도 저렴한데다가 너무 예뻐요ㅎㅎㅎ 잘산듯해요
dlsdo58**|생각보다 두툼하고 길이고 길어요!!! 딱 원하던 길이라서 잘산듯합니다ㅎㅎㅎ 색깔도 네이비색이라서 어느 옷이나 다 잘어울릴 것 같아요
risako**|생각보다 도톰해요! 완전 얇은 슬라브티일줄 알았는데두께감 무게감이 있어서 가을에 입기 딱 좋고청바지랑 치마랑 다 잘 어울려서 젛아요ㅎㅎ
dbgml86**|마른사람한테 이쁠것같긴 했지만 짱짱하고 짧은기장 가디건 갖고싶어서 주문했어요!사진그대로구 팔뚝살없어야 더 이쁠것같아용ㅋㅋ
qkfwn**|치마를 길게 입는 편이 아니여서 인지 약간 글게 느껴질수도 있어요! 키큰분들은 상관없을꺼 같아요 ㅋㅋㅋ카키색이 생각한거보다 더 찐하고 예쁜색이여서 좋아요!
qkfwn**|날씨가 쌀쌀해져 안에 반찰티 입고 위에 입었는데 핏 엄청 예쁘구요. 옷자체가 크게 나와서 활동하기도 편하고 안에 옷 껴입기도 좋아요.
qkfwn**|상체에 비해 하체가 튼실(?) 함에도 엄청 편하게 잘 입고 있습니다. 조금 살집이 있으신 분들은 엉덩이 부분이 약간 부담스러울수 있기 때문에 살짝 긴 윗옷과 함께 입으면 진짜 안입은듯 편안한 바지라 활동하기 엄청 좋아요!!
wlgp56**|일단 옷이 정말엄청커요 몸통길이보다는 팔길이가 정말크고 엄청두껍고 많이커요그래서 첨입었을땐 후회했는데 옷 재질도 넘좋고 편하게 따뜻하게 입을수있을거같아요따뜻하고 편한거 하나는 최고인거같아요 마른분들이 입으면 정말 엄청 크다는것만 주의해서 구매하면 될거같아요 옷이되게 뽀송뽀송해요 다른분들은 옷첨왔을때 구김이 심했다는데 저는 구김도 없었어요 ㅎㅎ
dktldkquf3**|저는 검은자켓을 샀는데 제가 다른 여자분들에 비해서 어꺠가 조금 있는 편이라서 걱정을 많이 했었는데 핏도 굉장히 좋고 어깨부분도 딱 떨어져서 오히려 더 말라 보이는 것도 있어요!
o3o3**|예뻐요~~~~편하구ㅎㅎㅎ저는 기장도 넘길구ㅜㅜ 허리도 큰감이있어서하이웨스트처럼 올려서 벨트해서입었어용 이렇게입으니까더예뻐요무엇보다 안쪽이 바지처럼되어있어서크게 신경써줄필요가없어서 너무좋아요잘입겠습니다^^
601614630005548**|입고가지연되서 물건늦게받앗어염ㅠㅠ 후기가다들좋아서 구매햇는뎅 음.... 너뮤기대해서그런지 생각만큼은 아니네여ㅎ 그래도 만족합니당
myk9408**|XS 사이즈 시켰는데 배송도 빠르고 좋았어요평소에 고고싱에서 바지 XS시키면 맞는데 이건 처음에 딱 포장 뜯고 보는데 사이즈가 진짜 너무 작아서 이걸 입을수 있을까 했어요;;몸무게가 적게 나가긴 하는데 상체에 비해서 하체가 있는편이라서 특히 종아리 부분이 입기가 힘들었어요ㅎ 압박 타이즈 입는 느낌..ㅋ입을때는 조금 힘들어도 입고나면 꽉 잡아줘서 레깅스 입은것같은 라인이 나와요ㅎㅎ말 그대로 어느정도는 늘어나는 편이고 편하게 입으려고 S사이즈 추가로 주문 했는데 18일에 입고 된다네요ㅜㅜ편하게 입으시려면 한사이즈 크게 구매하셔도 될거같아용~
601614630005548**|생각한것보다기대이상이에요~~~~~~~☺☺ 배송은 좀 생각보다 오래걸렸지만 그때딱입기엔 좋았던거같아요ㅋㅋㅋㅋ 지금은 너무 추워져서 이너로 입어야댈거같아요
601614630005548**|길이도딱맞고 핏도이쁘고 조아옇ㅎㅎ 다리가 굵은편이라 라지주문했는대 역시나 허리는 좀크지만 그래두 데일리로 입기 좋은거같아요ㅎㅎㅎㅎ 역시고고싱
mahol**|디자인은 마음에 드는데요 기장이 아쉽네요 엉덩이 살짝 위정도 까지 오는것 같아요 그래도 디자인은 마음에 드는데 길이만 조금만 길었으면 하는 아쉬움은 있네요
mahol**|배송은 늦게왔지만 그래도 마음에 들어서 다행히에요 배송이 너무 늦어서 기다리기 지쳤는데 받자마자 기분풀릴정도의 질과 디자인이 제스타일이네요! 진짜 입어보고 싶어서 미치는줄 알았어요 따뜻하고 정말 가격대비 너무 좋은것 같아요 왕 추천이에죠
redsunny**|길이가 조금 길고 목 부분이 자꾸 처지는 건 있지만 예쁜 것 같아여♡ 색깔도 되게 쨍한 예쁜 핑크라 만족합니달 ♡♡ 잘 입을께요~~~~
redsunny**|얇은 벨트말고 좀 두께감 있는 것 사고 싶었는데 진짜 치마나 바지나 다 잘 어울리는 예쁜 벨트에오!!!ㅋㅋㅋㅋ 만족합니당♡♡
redsunny**|치마가 일단 너무 길어서... 아마 수선해서 입어야 할 것 같은데 사이즈나 소재 면에서는 너무너무 만족합니다♡ 잘입을께욥!!
redsunny**|발이 작은 편이라 이런 양말들이 다 커서 걱정했는데 진짜 내 양말인 듯 스니커즈랑 같이 신어도 이쁘고...♡ 반해버렸어요!! 쫀쫀해서 더 좋았던 것 같아요!!
ment**|사실 배송이 너무 늦게 와서.......ㅋ 택배 받아놓고 내가 이걸 왜 샀지 했는데 진짜 왜샀지... ㅋㅋㅋㅋㅋㅋ 나도 모델핏 나오고 싶다ㅠㅠㅠㅠㅠㅠ
redsunny**|색깔에 반해서 고민 없이 샀는데 역시나 너무 예쁜 색깔...♡ 핏도 너무너무 예뻐서 어디에 입어도 너무 좋은 것 같아요!! ♡♡*
ment**|진짜 좀 크고 어깨선이...ㅋ 핏이 어정쩡해서 덩치가 커보인다해야하나 근데 질은 좋아서 그냥저냥 입고 있어요 ㅋㅋㅋㅋ 이가격이면 무난하니까!
redsunny**|허리가 약간 큰 부분이랑 치마가 많이 구겨져 있어서 아쉬웠지만 ㅠㅠㅠ 핏 자체는 너무 예쁜 것 같아여♡ 잘 입겠습니다~~~~
ywt**|박시티라 그런지 제키가 작아서 원피스 같았는데 바지에 넣어서 입으면 진짜 이뻐요네이비색을 좋아하는데 들어가있어서 더 마음에 들어요 ㅎㅎ
ment**|이거 진짜 이뻐요 ㅠㅠㅠㅠㅠ 살도 잘 가려줌..ㅎㅎ 좋아용 편하기도 편하고 이뻐서 맨날 손이 가요!! 사세요 님둘!!
ywt**|남방을 즐겨입는편이네 너무너무 이뻐요!!기장도 적장하고 캐주얼하게 어디든 어울려서 자주 입을거같아요~고고싱 옷 너무 이뻐서 자주 애용합니다!!
ment**|아 이거 진짜 좋아요 ㅋㅋㅋㅋㅋㅋ 다른색도 사고싶음 ㅠㅠ 진짜 편하고 따뜻하고 핏도 이쁘고 근데 디자인은 또 이뻐서 나갈때 막 입기 좋은? 굿굿임
citrine**|블랙사고싶었는데 품절이라 ㅠㅠ 브라운도 이뻐서 브라운으로 구입했어요 이가격에 이상품이면 진짜 짱인것같아요ㅋㅋ잘샀어요 갑자기 추워져서 입기는 좀 그렇지만ㅠㅠ  자켓은 몸에비해 좀 크지만 세트로 입으면 갠츈한것 같아요ㅋㅋ 잘입을게요
citrine**|고고싱에서 샀던 청바지들 너무 만족해서 ㅇㅣ번에도 다른상품으로 구매했어요. 매번 스키니진 입을때 힘들게 입었는데 고고싱에서 산 바지들은 너무 술술 입어져서 너무 좋고 활동하기도 편안해요ㅠㅠ 너무 좋은 것 같아요. 색깔도 너무 이쁘구 ㅋㅋ잘입을게요
citrine**|옷안에 입을 기본티 입을 것 찾고있었는데 가격도 저렴하고 옷도 얇지도 않고 너무 편하게 입었어요~~~ 그냥 입으면 밑기장이 저한테는 좀 짧지만 바지안에 넣어서 입거나 그래야겠아요ㅋㅋ 재질도 너무좋구 짱짱 편안해요. 흰색이랑 카키색? 샀는데 너무 만족해여
gusrud39**|모자 높이가 높은 편이더라고요그래도 깔끔하고 괜찮아요.배송은 좀 많이 느렸어요.모자가 크긴 하지만 그건 줄이면 되니까 괜찮아요
gusrud39**|처음 뜯었을때 너무 작아서 당황했어요 ㅋㅋㅋㅋ근데 입어보니까 늘어나서 들어가더라고요 ㅋㅋㅋㅋ발목까지 잘 잡아줘요,
gusrud39**|보통 항공잠바는 부해보이는게 많은데 이건 핏이 진짜 이뻐요.배송은 좀 느렸어요. 그래도 할인 쿠폰 받았으니 괜찮아여.
dahae05**|쭉쭉늘어나는재질보단 딱맞는재질원했는데알맞게 잘온거 같구요 같이산 벨트랑 함께 코디하면이쁠거 같습니다 잘입을게용
dahae05**|배송은 좀 늦게왔지만벨트가 딴딴하니 마음에 듭니다 앞으로 잘 쓸게욯ㅎ링모양도 이쁘고 뱃살을좀 더 빼가지고 잘록한 허리라인을위해 잘쓰겠습니다
eunha19**|너무이쁜걸여 ㅠㅠㅠ심쿵당했어여 핏도 여리여리 하늘하늘해서 너무 좋아여! 지금쯤 입기 딱 좋아여! 그니깐 얼른 사셔야 해여! 그리고 이 색이 참 맘에 들어여~~ 다크그린 고고~~
eunha19**|전 베이지랑 코코아 둘다 샀지만여!! 개인적으로 코코아 왕추천!!! 너무 예뻐여! 막 입고 다니기 딱 좋을 거 같아여! 도톰하고 초콜릿 색깔같아서 너무 좋아여 ㅠㅠ 겨울 나려면 무조건 사셔야해여! 가격이 너무 착해여!
eunha19**|전...이 사진을 보자마자 삘이 왔습니다.. 너무 예뻤고 가지고 싶었습니다.. 가격이 너무 착합니다. 그리고 겨울 날려면 두꺼운 니트 찾고 있었는데 딱 발견했어여! 그래서 두개나 샀어여! 색깔도 이쁘고여 제가 원래 66입는데 이건 제가 입어도 펑퍼짐하고 넉넉해서 너무 좋아여 ㅠㅠ
hj**|배송이 일단 너무너무 늦게왔어요 ㅠㅠ몇번 못 입고 옷장으로 들어갈것같은 예감 ..그래도 블라우스 자체는 이뻐요 ㅋㅋ어떻게 코디하느냐에 따라 느낌도 많이 다를것같곸ㅋ근데 테슬이 너무너무 길어요 ㅠㅠ그래서 어떻게 묶어야 이쁠지 궁리중 ..가격대비 괜찮아여 ㅋㅋ
eunha19**|너무 예뻐욧!!!!!!!!!!!!!!제일 맘에 드는건 도톰하다는 거 ㅠㅠㅠ 너무 따뜻해여 아니 이게 어떻게 이만원입니까 유니ㅋㄹ 만 가도 이런거 오만원 육만원에 팔 거에여 ㅠㅠ 색깔로 이뻐여! 그 약간 흰색 들어가서 더 이뻐여! 짱짱
hj**|가격대비 좋아여!!차콜색으로 샀는데 다른색으로도 몇개 더 사야겟어요 ㅋㅋ데일리로 입기 좋고 그냥 막 입기도 좋고엇고 편하고 너무 좋아염믿고사는 고고싱임돠 ㅋㅋ
shyi**|사이즈도 딱 맞고 마음에 들어요~ 카키색을 구마했는데 화면상보다 살짝 밝은감이 있지만 그래도 예뻐요!!  검은색 하나 더 사야겠어요!!
kegs05**|사이즈 잘 맞고 보온성도 있어서 좋아요.
wjdtj14**|원래 붙는 니트들은 재봉선이 잘 안맞고 불편한데 이건 그런게 하나도 없어요 진짜 편하고 박음질도 되게 잘 되있어요 아무때나 입기도 좋은!그런옷이에요
ahah90**|이거 색도 이쁘고 완전.... 사랑스러워여ㅠㅠㅠㅠ 너무 이뻐서 말을 잊지 못할 정도네여ㅠㅠㅠ 전 친구랑 같이 하나씩 해서 2개 샀는데 정말 만족하고 있습니다!!!
s212**|진짜 제가원하는 루즈핏이에요!뚱뚱해보이지도 않고 밑에 중청이랑 받쳐입으니 진짜잘어울려요ㅎ 무엇보다 따뜻합니다!
hyon3**|요즘 제가 제일 자주입고 빠져있는 옷이에요ㅋㅋㅋㅋㅋㅋ 진짜 이쁨.. 그냥 기본 맨투맨인데 왜 제눈엔 다른 맨투맨이랑달라보일까요....?ㅋㅋㅋㅋㅋ 이뻐요ㅠ그냥이쁨 요즘 이옷이 젤 좋아요
hyon3**|이거 진짜 예뻐요 근데 마른 분들이 입으면 진짜 완전 존예 일듯해요ㅠㅠㅠㅠㅠㅠㅠㅠ 전 살집이잇어서 모델언니 핏이 하나도안나는데 마른친구가 입엇는데 진짜너무예쁘더라고요ㅠㅠㅠㅠㅠ구매ㄱㄱ
hyon3**|이거진짜이뻐요 사고오자마자 입어보고 한눈에 딱 반함ㅠㅠㅠㅠㅠ진짜 핏도 이쁘고 디자인도 색감도 어느하나 빠지는게없어욯ㅎㅎㅎㅎ구매망설여지면 꼭꼭 주문 각인 아이템이에여! 왕추찬!
suin34**|이거 너무 마음에 들어요 재질도 괜찮구 길이도 적당하고 색깔도 화면으로 보는 그대로인듯 ㅎㅎ 진짜 잘산거 같아요 많이파세요!!!!!
suin34**|진짜 방수가 될거 같아요 괜찮네요 근데 오른쪽 주머니 가운데가 실로 박아져서 왔어요 주머니 잘 안쓰니까 걍 박은채로 입으려구요 가위로 뜯다간 찢어질까봐..그거 말고는 괜찮아요!!
suin34**|싸보이지 않고 괜찮네요 아무데나 메고 다녀도 괜찮을거 같아요 크기도 적당하고 이쁘네요 잘 메고 다닐게요 ^&^*~~
suin34**|카키색 다음으로 오트밀색이 이뻐요 마음에 쏙 들어요 몇장 더 사고싶을 정도네요 잘 신겠습니다 많이파세요 ^&^*~~
suin34**|카키색 정말 많이 신고 다닐 것 같아요^&^ 잘 신겟습니다. 색 이쁘네요 다른옷들이랑 어울리고 좋네요 많이파세요~~
suin34**|회색 정말 이뻐요 잘 산거 같아요 잘늘어나고 길이도 적당하구요 회색 진하지도 않고 연하지도 않고 딱 적당하니 좋네요^^
suin34**|검은색 색 깔끔하니 좋네요 잘 신겠습니다. 빵구 난데도 없고 자주 신고다닐 것 같아요 마음에 들어요 많이 파세요 ^^*~
suin34**|이뿌네요 잘 신겠습니다. 진짜 하얗네요 원피스에 신으려고 샀는데 좋아요 길이도 적당하고 마음에 쏙 드네요 많이파세요~
suin34**|생각보다 진한 아이보리색이라서 당황했는데 그래도 이뻐요 진짜 편하게 입을듯 지금가지고 있는 옷들이랑 어울려서 좋아요~
yeey04**|구입 후 한달이 넘었는데 그럼 적립금 적립이 안되겠죠...^^배송 온지는 한달 안됐는데음.... 요즘 점점 배송이 느려지더라구여...ㅎㅎㅎㅎ아마 주문하고 1주일 이상 걸린거같아요옷이 엄청나게 짱짱해서 좋아옄ㅋㅋㅋ근데 쫌 짧아서 불편한것도 살짝있어요그냥 여기저기 무난하게 입기 좋은 티 인것같아여
suin34**|이쁘네요 아무데나 편하게 입을 수 있을 거 같아요 소매 길이도 적당하고 늘어나기도 잘 늘어나요. 그리고 생각보다 얇았지만 편해요.
yeey04**|구입 후 한달이 넘었는데 그럼 적립금 적립이 안되겠죠...^^배송 온지는 한달 안됐는데음.... 요즘 점점 배송이 느려지더라구여...ㅎㅎㅎㅎ아마 주문하고 1주일 이상 걸린거같아요일단 팔길이가 애매하게 짧아요그리고 되게 안짱짱해요 (안늘어나요)목부분은 좀 작고...저는 개인적으로 이 티만 딱! 입기는 별로고 어디에 받쳐입거나 겉에 뭔갈 걸치고 입고있습니다.
yeey04**|구입 후 한달이 넘었는데 그럼 적립금 적립이 안되겠죠...^^배송 온지는 한달 안됐는데음.... 요즘 점점 배송이 느려지더라구여...ㅎㅎㅎㅎ아마 주문하고 1주일 이상 걸린거같아요옷은 생각보다 더 얇고길이가 짧아요 근데 v넥인건 너므 좋아요! 색도 예쁘고!10월들어 날이 갑자기 추워져서 자주는 못입을거같지만....
suin34**|색이 생각보다 진해서 좀 놀랬지만 입어보니까 편하고 이쁘네요. 다른색도 하나 더 하고 싶어요 잘 입을게요^^
bu030**|요즘 볼캡이 무난하게 코디가 잘 되더라구요~ 그래서 그맛으로 잘 쓰고다닙니다! 하얀색 볼캡은 때가 너무 잘타서 까만색을 찾고잇엇는데,거기다 스투시 로고까지...♡ 고민안하고 바로 주문했어요ㅎㅎ모자가 생각보다 조금 크더라구요! 머리 눌리는거 싫어해서 널널하게 잘 쓰고 다니고 있어요~
